my,geoid,br_2020,se_traf,pt_traf,total_traf,borough,shape_area,nta_nam
21-May,36061011700,1011700,15562,36379,51941,Manhattan,2125062.026,Chelsea-Hudson Yards
19-Jun,36061011700,1011700,9002,34016,43018,Manhattan,2125062.026,Chelsea-Hudson Yards
21-Jun,36061011700,1011700,2605,97523,100128,Manhattan,2125062.026,Chelsea-Hudson Yards
19-Jul,36061011700,1011700,16278,38533,54811,Manhattan,2125062.026,Chelsea-Hudson Yards
21-Jul,36061011700,1011700,16776,105344,122120,Manhattan,2125062.026,Chelsea-Hudson Yards
19-Aug,36061011700,1011700,9517,94035,103552,Manhattan,2125062.026,Chelsea-Hudson Yards
21-Aug,36061011700,1011700,0,89308,89308,Manhattan,2125062.026,Chelsea-Hudson Yards
19-May,36061012901,1012901,10890,60234,71124,Manhattan,2303134.25,Hell's Kitchen
21-May,36061012901,1012901,0,54670,54670,Manhattan,2303134.25,Hell's Kitchen
19-Jun,36061012901,1012901,11096,110501,121597,Manhattan,2303134.25,Hell's Kitchen
21-Jun,36061012901,1012901,4979,128982,133961,Manhattan,2303134.25,Hell's Kitchen
19-Jul,36061012901,1012901,18886,108470,127356,Manhattan,2303134.25,Hell's Kitchen
21-Jul,36061012901,1012901,0,121256,121256,Manhattan,2303134.25,Hell's Kitchen
19-Aug,36061012901,1012901,6356,39738,46094,Manhattan,2303134.25,Hell's Kitchen
21-Aug,36061012901,1012901,11049,1334,12383,Manhattan,2303134.25,Hell's Kitchen
19-May,36047017100,3017100,0,8790,8790,Brooklyn,2247115.249,Windsor Terrace-South Slope
21-May,36047017100,3017100,7073,77681,84754,Brooklyn,2247115.249,Windsor Terrace-South Slope
19-Jun,36047017100,3017100,935,64314,65249,Brooklyn,2247115.249,Windsor Terrace-South Slope
21-Jun,36047017100,3017100,10648,50546,61194,Brooklyn,2247115.249,Windsor Terrace-South Slope
19-Jul,36047017100,3017100,11196,95590,106786,Brooklyn,2247115.249,Windsor Terrace-South Slope
21-Jul,36047017100,3017100,7748,104305,112053,Brooklyn,2247115.249,Windsor Terrace-South Slope
19-Aug,36047017100,3017100,10075,37335,47410,Brooklyn,2247115.249,Windsor Terrace-South Slope
21-Aug,36047017100,3017100,0,61298,61298,Brooklyn,2247115.249,Windsor Terrace-South Slope
19-May,36047050202,3050202,5496,37781,43277,Brooklyn,1451525.346,Windsor Terrace-South Slope
21-May,36047050202,3050202,4384,71,4455,Brooklyn,1451525.346,Windsor Terrace-South Slope
19-Jun,36047050202,3050202,6488,51081,57569,Brooklyn,1451525.346,Windsor Terrace-South Slope
21-Jun,36047050202,3050202,10751,43153,53904,Brooklyn,1451525.346,Windsor Terrace-South Slope
19-Jul,36047050202,3050202,2196,43438,45634,Brooklyn,1451525.346,Windsor Terrace-South Slope
21-Jul,36047050202,3050202,1818,61981,63799,Brooklyn,1451525.346,Windsor Terrace-South Slope
19-Aug,36047050202,3050202,16329,51717,68046,Brooklyn,1451525.346,Windsor Terrace-South Slope
21-Aug,36047050202,3050202,13301,44872,58173,Brooklyn,1451525.346,Windsor Terrace-South Slope
19-May,36047050001,3050001,6458,136571,143029,Brooklyn,1513120.705,Windsor Terrace-South Slope
21-May,36047050001,3050001,10564,81617,92181,Brooklyn,1513120.705,Windsor Terrace-South Slope
19-Jun,36047050001,3050001,1327,171543,172870,Brooklyn,1513120.705,Windsor Terrace-South Slope
21-Jun,36047050001,3050001,4607,100095,104702,Brooklyn,1513120.705,Windsor Terrace-South Slope
19-Jul,36047050001,3050001,9020,135399,144419,Brooklyn,1513120.705,Windsor Terrace-South Slope
21-Jul,36047050001,3050001,8446,103474,111920,Brooklyn,1513120.705,Windsor Terrace-South Slope
19-Aug,36047050001,3050001,0,53218,53218,Brooklyn,1513120.705,Windsor Terrace-South Slope
21-Aug,36047050001,3050001,17351,104254,121605,Brooklyn,1513120.705,Windsor Terrace-South Slope
19-May,36047150200,3150200,5589,64376,69965,Brooklyn,3430773.693,Windsor Terrace-South Slope
21-May,36047150200,3150200,13713,29479,43192,Brooklyn,3430773.693,Windsor Terrace-South Slope
19-Jun,36047150200,3150200,10008,41482,51490,Brooklyn,3430773.693,Windsor Terrace-South Slope
21-Jun,36047150200,3150200,0,75560,75560,Brooklyn,3430773.693,Windsor Terrace-South Slope
19-Jul,36047150200,3150200,10723,102585,113308,Brooklyn,3430773.693,Windsor Terrace-South Slope
21-Jul,36047150200,3150200,6766,88535,95301,Brooklyn,3430773.693,Windsor Terrace-South Slope
19-Aug,36047150200,3150200,6068,31996,38064,Brooklyn,3430773.693,Windsor Terrace-South Slope
21-Aug,36047150200,3150200,3457,69824,73281,Brooklyn,3430773.693,Windsor Terrace-South Slope
19-May,36081056400,4056400,10400,60324,70724,Queens,2025501.905,Queens Village
21-May,36081056400,4056400,13898,47759,61657,Queens,2025501.905,Queens Village
19-Jun,36081056400,4056400,0,89078,89078,Queens,2025501.905,Queens Village
21-Jun,36081056400,4056400,4142,139813,143955,Queens,2025501.905,Queens Village
19-Jul,36081056400,4056400,9884,117852,127736,Queens,2025501.905,Queens Village
21-Jul,36081056400,4056400,15150,46294,61444,Queens,2025501.905,Queens Village
19-Aug,36081056400,4056400,12720,73128,85848,Queens,2025501.905,Queens Village
21-Aug,36081056400,4056400,5496,112657,118153,Queens,2025501.905,Queens Village
19-May,36061023900,1023900,11161,80848,92009,Manhattan,687788.5411,Washington Heights (South)
21-May,36061023900,1023900,13431,87721,101152,Manhattan,687788.5411,Washington Heights (South)
19-Jun,36061023900,1023900,10716,103877,114593,Manhattan,687788.5411,Washington Heights (South)
21-Jun,36061023900,1023900,13823,68495,82318,Manhattan,687788.5411,Washington Heights (South)
19-Jul,36061023900,1023900,1334,68022,69356,Manhattan,687788.5411,Washington Heights (South)
21-Jul,36061023900,1023900,557,89619,90176,Manhattan,687788.5411,Washington Heights (South)
19-Aug,36061023900,1023900,11956,101593,113549,Manhattan,687788.5411,Washington Heights (South)
21-Aug,36061023900,1023900,4121,48210,52331,Manhattan,687788.5411,Washington Heights (South)
19-May,36047054300,3054300,3894,18999,22893,Brooklyn,10106059.83,Brooklyn Navy Yard
21-May,36047054300,3054300,3864,104421,108285,Brooklyn,10106059.83,Brooklyn Navy Yard
19-Jun,36047054300,3054300,4295,111707,116002,Brooklyn,10106059.83,Brooklyn Navy Yard
21-Jun,36047054300,3054300,3320,103816,107136,Brooklyn,10106059.83,Brooklyn Navy Yard
19-Jul,36047054300,3054300,10178,93764,103942,Brooklyn,10106059.83,Brooklyn Navy Yard
21-Jul,36047054300,3054300,864,30704,31568,Brooklyn,10106059.83,Brooklyn Navy Yard
19-Aug,36047054300,3054300,12685,48478,61163,Brooklyn,10106059.83,Brooklyn Navy Yard
21-Aug,36047054300,3054300,6800,47323,54123,Brooklyn,10106059.83,Brooklyn Navy Yard
19-May,36047054500,3054500,3017,76159,79176,Brooklyn,1801771.594,South Williamsburg
21-May,36047054500,3054500,7918,43922,51840,Brooklyn,1801771.594,South Williamsburg
19-Jun,36047054500,3054500,8197,27416,35613,Brooklyn,1801771.594,South Williamsburg
21-Jun,36047054500,3054500,4222,58914,63136,Brooklyn,1801771.594,South Williamsburg
19-Jul,36047054500,3054500,8476,103054,111530,Brooklyn,1801771.594,South Williamsburg
21-Jul,36047054500,3054500,11479,17721,29200,Brooklyn,1801771.594,South Williamsburg
19-Aug,36047054500,3054500,17137,43971,61108,Brooklyn,1801771.594,South Williamsburg
21-Aug,36047054500,3054500,6979,67209,74188,Brooklyn,1801771.594,South Williamsburg
19-May,36081030904,4030904,11265,99068,110333,Queens,4460641.887,Jackson Heights
21-May,36081030904,4030904,8184,84693,92877,Queens,4460641.887,Jackson Heights
19-Jun,36081030904,4030904,20355,48628,68983,Queens,4460641.887,Jackson Heights
21-Jun,36081030904,4030904,0,113564,113564,Queens,4460641.887,Jackson Heights
19-Jul,36081030904,4030904,11531,57608,69139,Queens,4460641.887,Jackson Heights
21-Jul,36081030904,4030904,10517,34661,45178,Queens,4460641.887,Jackson Heights
19-Aug,36081030904,4030904,2803,52187,54990,Queens,4460641.887,Jackson Heights
21-Aug,36081030904,4030904,9511,102042,111553,Queens,4460641.887,Jackson Heights
19-May,36081030905,4030905,10173,81275,91448,Queens,2079363.884,Jackson Heights
21-May,36081030905,4030905,11712,112107,123819,Queens,2079363.884,Jackson Heights
19-Jun,36081030905,4030905,8309,69622,77931,Queens,2079363.884,Jackson Heights
21-Jun,36081030905,4030905,0,72657,72657,Queens,2079363.884,Jackson Heights
19-Jul,36081030905,4030905,0,33045,33045,Queens,2079363.884,Jackson Heights
21-Jul,36081030905,4030905,10396,75841,86237,Queens,2079363.884,Jackson Heights
19-Aug,36081030905,4030905,10661,70445,81106,Queens,2079363.884,Jackson Heights
21-Aug,36081030905,4030905,2914,95148,98062,Queens,2079363.884,Jackson Heights
19-May,36047069602,3069602,3189,70938,74127,Brooklyn,7888385.838,Marine Park-Mill Basin-Bergen Beach
21-May,36047069602,3069602,4433,49428,53861,Brooklyn,7888385.838,Marine Park-Mill Basin-Bergen Beach
19-Jun,36047069602,3069602,0,85478,85478,Brooklyn,7888385.838,Marine Park-Mill Basin-Bergen Beach
21-Jun,36047069602,3069602,0,121146,121146,Brooklyn,7888385.838,Marine Park-Mill Basin-Bergen Beach
19-Jul,36047069602,3069602,4824,35469,40293,Brooklyn,7888385.838,Marine Park-Mill Basin-Bergen Beach
21-Jul,36047069602,3069602,6670,81393,88063,Brooklyn,7888385.838,Marine Park-Mill Basin-Bergen Beach
19-Aug,36047069602,3069602,12166,22640,34806,Brooklyn,7888385.838,Marine Park-Mill Basin-Bergen Beach
21-Aug,36047069602,3069602,10217,47153,57370,Brooklyn,7888385.838,Marine Park-Mill Basin-Bergen Beach
19-May,36047070601,3070601,9436,71,9507,Brooklyn,4536147.223,Marine Park-Mill Basin-Bergen Beach
21-May,36047070601,3070601,12161,58059,70220,Brooklyn,4536147.223,Marine Park-Mill Basin-Bergen Beach
19-Jun,36047070601,3070601,3562,43198,46760,Brooklyn,4536147.223,Marine Park-Mill Basin-Bergen Beach
21-Jun,36047070601,3070601,10098,60451,70549,Brooklyn,4536147.223,Marine Park-Mill Basin-Bergen Beach
19-Jul,36047070601,3070601,9463,73470,82933,Brooklyn,4536147.223,Marine Park-Mill Basin-Bergen Beach
21-Jul,36047070601,3070601,5508,77523,83031,Brooklyn,4536147.223,Marine Park-Mill Basin-Bergen Beach
19-Aug,36047070601,3070601,5360,135289,140649,Brooklyn,4536147.223,Marine Park-Mill Basin-Bergen Beach
21-Aug,36047070601,3070601,13109,57278,70387,Brooklyn,4536147.223,Marine Park-Mill Basin-Bergen Beach
19-May,36085017016,5017016,16805,40505,57310,Staten Island,7141525.487,Arden Heights-Rossville
21-May,36085017016,5017016,7892,47292,55184,Staten Island,7141525.487,Arden Heights-Rossville
19-Jun,36085017016,5017016,13194,51876,65070,Staten Island,7141525.487,Arden Heights-Rossville
21-Jun,36085017016,5017016,596,116009,116605,Staten Island,7141525.487,Arden Heights-Rossville
19-Jul,36085017016,5017016,3271,56622,59893,Staten Island,7141525.487,Arden Heights-Rossville
21-Jul,36085017016,5017016,0,32497,32497,Staten Island,7141525.487,Arden Heights-Rossville
19-Aug,36085017016,5017016,13085,5457,18542,Staten Island,7141525.487,Arden Heights-Rossville
21-Aug,36085017016,5017016,9803,44767,54570,Staten Island,7141525.487,Arden Heights-Rossville
19-May,36005005600,2005600,0,119588,119588,Bronx,1511686.141,Soundview-Bruckner-Bronx River
21-May,36005005600,2005600,3664,47611,51275,Bronx,1511686.141,Soundview-Bruckner-Bronx River
19-Jun,36005005600,2005600,1712,63492,65204,Bronx,1511686.141,Soundview-Bruckner-Bronx River
21-Jun,36005005600,2005600,0,52636,52636,Bronx,1511686.141,Soundview-Bruckner-Bronx River
19-Jul,36005005600,2005600,10042,76413,86455,Bronx,1511686.141,Soundview-Bruckner-Bronx River
21-Jul,36005005600,2005600,5735,117150,122885,Bronx,1511686.141,Soundview-Bruckner-Bronx River
19-Aug,36005005600,2005600,13274,93272,106546,Bronx,1511686.141,Soundview-Bruckner-Bronx River
21-Aug,36005005600,2005600,0,78382,78382,Bronx,1511686.141,Soundview-Bruckner-Bronx River
19-May,36005006200,2006200,20528,77042,97570,Bronx,2074926.98,Soundview-Bruckner-Bronx River
21-May,36005006200,2006200,12856,115530,128386,Bronx,2074926.98,Soundview-Bruckner-Bronx River
19-Jun,36005006200,2006200,6101,49675,55776,Bronx,2074926.98,Soundview-Bruckner-Bronx River
21-Jun,36005006200,2006200,7830,51212,59042,Bronx,2074926.98,Soundview-Bruckner-Bronx River
19-Jul,36005006200,2006200,13327,95954,109281,Bronx,2074926.98,Soundview-Bruckner-Bronx River
21-Jul,36005006200,2006200,4571,72570,77141,Bronx,2074926.98,Soundview-Bruckner-Bronx River
19-Aug,36005006200,2006200,13067,74598,87665,Bronx,2074926.98,Soundview-Bruckner-Bronx River
21-Aug,36005006200,2006200,10823,71416,82239,Bronx,2074926.98,Soundview-Bruckner-Bronx River
19-May,36081127700,4127700,14904,14942,29846,Queens,11505210.51,Jamaica Estates-Holliswood
21-May,36081127700,4127700,175,37823,37998,Queens,11505210.51,Jamaica Estates-Holliswood
19-Jun,36081127700,4127700,8269,71333,79602,Queens,11505210.51,Jamaica Estates-Holliswood
21-Jun,36081127700,4127700,9106,129893,138999,Queens,11505210.51,Jamaica Estates-Holliswood
19-Jul,36081127700,4127700,865,56356,57221,Queens,11505210.51,Jamaica Estates-Holliswood
21-Jul,36081127700,4127700,13957,45997,59954,Queens,11505210.51,Jamaica Estates-Holliswood
19-Aug,36081127700,4127700,14216,63836,78052,Queens,11505210.51,Jamaica Estates-Holliswood
21-Aug,36081127700,4127700,10787,40808,51595,Queens,11505210.51,Jamaica Estates-Holliswood
19-May,36005021601,2021601,7123,79150,86273,Bronx,1761363.118,Soundview-Bruckner-Bronx River
21-May,36005021601,2021601,5539,57036,62575,Bronx,1761363.118,Soundview-Bruckner-Bronx River
19-Jun,36005021601,2021601,16544,58894,75438,Bronx,1761363.118,Soundview-Bruckner-Bronx River
21-Jun,36005021601,2021601,17097,88547,105644,Bronx,1761363.118,Soundview-Bruckner-Bronx River
19-Jul,36005021601,2021601,0,51809,51809,Bronx,1761363.118,Soundview-Bruckner-Bronx River
21-Jul,36005021601,2021601,8345,61080,69425,Bronx,1761363.118,Soundview-Bruckner-Bronx River
19-Aug,36005021601,2021601,5272,38266,43538,Bronx,1761363.118,Soundview-Bruckner-Bronx River
21-Aug,36005021601,2021601,7947,53107,61054,Bronx,1761363.118,Soundview-Bruckner-Bronx River
19-May,36005021602,2021602,5835,71344,77179,Bronx,1788230.554,Parkchester
21-May,36005021602,2021602,6942,86805,93747,Bronx,1788230.554,Parkchester
19-Jun,36005021602,2021602,0,106019,106019,Bronx,1788230.554,Parkchester
21-Jun,36005021602,2021602,8489,149932,158421,Bronx,1788230.554,Parkchester
19-Jul,36005021602,2021602,13834,18611,32445,Bronx,1788230.554,Parkchester
21-Jul,36005021602,2021602,3309,96821,100130,Bronx,1788230.554,Parkchester
19-Aug,36005021602,2021602,4582,84489,89071,Bronx,1788230.554,Parkchester
21-Aug,36005021602,2021602,18280,36796,55076,Bronx,1788230.554,Parkchester
19-May,36081138502,4138502,15582,38616,54198,Queens,26132395.9,Alley Pond Park
21-May,36081138502,4138502,10477,113686,124163,Queens,26132395.9,Alley Pond Park
19-Jun,36081138502,4138502,12877,55452,68329,Queens,26132395.9,Alley Pond Park
21-Jun,36081138502,4138502,1834,41303,43137,Queens,26132395.9,Alley Pond Park
19-Jul,36081138502,4138502,6792,54663,61455,Queens,26132395.9,Alley Pond Park
21-Jul,36081138502,4138502,4800,95533,100333,Queens,26132395.9,Alley Pond Park
19-Aug,36081138502,4138502,13316,113154,126470,Queens,26132395.9,Alley Pond Park
21-Aug,36081138502,4138502,5964,85647,91611,Queens,26132395.9,Alley Pond Park
19-May,36081152901,4152901,9809,117797,127606,Queens,15065142.58,Douglaston-Little Neck
21-May,36081152901,4152901,304,83695,83999,Queens,15065142.58,Douglaston-Little Neck
19-Jun,36081152901,4152901,0,120017,120017,Queens,15065142.58,Douglaston-Little Neck
21-Jun,36081152901,4152901,10951,84711,95662,Queens,15065142.58,Douglaston-Little Neck
19-Jul,36081152901,4152901,8069,84126,92195,Queens,15065142.58,Douglaston-Little Neck
21-Jul,36081152901,4152901,3433,121712,125145,Queens,15065142.58,Douglaston-Little Neck
19-Aug,36081152901,4152901,7591,115775,123366,Queens,15065142.58,Douglaston-Little Neck
21-Aug,36081152901,4152901,12491,19386,31877,Queens,15065142.58,Douglaston-Little Neck
19-May,36047010100,3010100,786,171910,172696,Brooklyn,3393635.867,Sunset Park (West)
21-May,36047010100,3010100,13507,43712,57219,Brooklyn,3393635.867,Sunset Park (West)
19-Jun,36047010100,3010100,13732,71,13803,Brooklyn,3393635.867,Sunset Park (West)
21-Jun,36047010100,3010100,20157,94127,114284,Brooklyn,3393635.867,Sunset Park (West)
19-Jul,36047010100,3010100,12498,68484,80982,Brooklyn,3393635.867,Sunset Park (West)
21-Jul,36047010100,3010100,4965,119436,124401,Brooklyn,3393635.867,Sunset Park (West)
19-Aug,36047010100,3010100,1944,162138,164082,Brooklyn,3393635.867,Sunset Park (West)
21-Aug,36047010100,3010100,9235,93816,103051,Brooklyn,3393635.867,Sunset Park (West)
19-May,36081048900,4048900,8155,102195,110350,Queens,3902882.928,Woodside
21-May,36081048900,4048900,9824,66475,76299,Queens,3902882.928,Woodside
19-Jun,36081048900,4048900,7661,65363,73024,Queens,3902882.928,Woodside
21-Jun,36081048900,4048900,0,76266,76266,Queens,3902882.928,Woodside
19-Jul,36081048900,4048900,0,42933,42933,Queens,3902882.928,Woodside
21-Jul,36081048900,4048900,12245,121203,133448,Queens,3902882.928,Woodside
19-Aug,36081048900,4048900,9523,128200,137723,Queens,3902882.928,Woodside
21-Aug,36081048900,4048900,10869,61616,72485,Queens,3902882.928,Woodside
19-May,36047014500,3014500,11920,51909,63829,Brooklyn,2317452.554,Sunset Park (West)
21-May,36047014500,3014500,2421,189559,191980,Brooklyn,2317452.554,Sunset Park (West)
19-Jun,36047014500,3014500,1594,49990,51584,Brooklyn,2317452.554,Sunset Park (West)
21-Jun,36047014500,3014500,9721,105718,115439,Brooklyn,2317452.554,Sunset Park (West)
19-Jul,36047014500,3014500,2259,45889,48148,Brooklyn,2317452.554,Sunset Park (West)
21-Jul,36047014500,3014500,6902,124836,131738,Brooklyn,2317452.554,Sunset Park (West)
19-Aug,36047014500,3014500,3635,56379,60014,Brooklyn,2317452.554,Sunset Park (West)
21-Aug,36047014500,3014500,13419,65657,79076,Brooklyn,2317452.554,Sunset Park (West)
19-May,36047011700,3011700,9413,65869,75282,Brooklyn,2163265.163,Carroll Gardens-Cobble Hill-Gowanus-Red Hook
21-May,36047011700,3011700,8989,82853,91842,Brooklyn,2163265.163,Carroll Gardens-Cobble Hill-Gowanus-Red Hook
19-Jun,36047011700,3011700,6728,68127,74855,Brooklyn,2163265.163,Carroll Gardens-Cobble Hill-Gowanus-Red Hook
21-Jun,36047011700,3011700,13983,71,14054,Brooklyn,2163265.163,Carroll Gardens-Cobble Hill-Gowanus-Red Hook
19-Jul,36047011700,3011700,4012,82018,86030,Brooklyn,2163265.163,Carroll Gardens-Cobble Hill-Gowanus-Red Hook
21-Jul,36047011700,3011700,6366,60928,67294,Brooklyn,2163265.163,Carroll Gardens-Cobble Hill-Gowanus-Red Hook
19-Aug,36047011700,3011700,15916,52004,67920,Brooklyn,2163265.163,Carroll Gardens-Cobble Hill-Gowanus-Red Hook
21-Aug,36047011700,3011700,14361,52660,67021,Brooklyn,2163265.163,Carroll Gardens-Cobble Hill-Gowanus-Red Hook
19-May,36047014300,3014300,4928,97584,102512,Brooklyn,2335437.135,Sunset Park (West)
21-May,36047014300,3014300,17025,25908,42933,Brooklyn,2335437.135,Sunset Park (West)
19-Jun,36047014300,3014300,1835,22955,24790,Brooklyn,2335437.135,Sunset Park (West)
21-Jun,36047014300,3014300,8541,93329,101870,Brooklyn,2335437.135,Sunset Park (West)
19-Jul,36047014300,3014300,10188,128814,139002,Brooklyn,2335437.135,Sunset Park (West)
21-Jul,36047014300,3014300,1088,64385,65473,Brooklyn,2335437.135,Sunset Park (West)
19-Aug,36047014300,3014300,8476,56848,65324,Brooklyn,2335437.135,Sunset Park (West)
21-Aug,36047014300,3014300,11381,89390,100771,Brooklyn,2335437.135,Sunset Park (West)
19-May,36005021001,2021001,14442,30154,44596,Bronx,2077079.85,Parkchester
21-May,36005021001,2021001,588,4421,5009,Bronx,2077079.85,Parkchester
19-Jun,36005021001,2021001,6014,109884,115898,Bronx,2077079.85,Parkchester
21-Jun,36005021001,2021001,3688,92743,96431,Bronx,2077079.85,Parkchester
19-Jul,36005021001,2021001,12577,69085,81662,Bronx,2077079.85,Parkchester
21-Jul,36005021001,2021001,8670,149594,158264,Bronx,2077079.85,Parkchester
19-Aug,36005021001,2021001,6152,61016,67168,Bronx,2077079.85,Parkchester
21-Aug,36005021001,2021001,21376,58918,80294,Bronx,2077079.85,Parkchester
19-May,36081021900,4021900,7785,33304,41089,Queens,13806344.6,Maspeth
21-May,36081021900,4021900,15652,71,15723,Queens,13806344.6,Maspeth
19-Jun,36081021900,4021900,2514,37529,40043,Queens,13806344.6,Maspeth
21-Jun,36081021900,4021900,8182,119875,128057,Queens,13806344.6,Maspeth
19-Jul,36081021900,4021900,11308,47723,59031,Queens,13806344.6,Maspeth
21-Jul,36081021900,4021900,1605,79576,81181,Queens,13806344.6,Maspeth
19-Aug,36081021900,4021900,2512,13800,16312,Queens,13806344.6,Maspeth
21-Aug,36081021900,4021900,1465,68450,69915,Queens,13806344.6,Maspeth
19-May,36081053502,4053502,8158,86500,94658,Queens,3494827.724,Maspeth
21-May,36081053502,4053502,10386,141156,151542,Queens,3494827.724,Maspeth
19-Jun,36081053502,4053502,0,91767,91767,Queens,3494827.724,Maspeth
21-Jun,36081053502,4053502,10472,16221,26693,Queens,3494827.724,Maspeth
19-Jul,36081053502,4053502,17543,44365,61908,Queens,3494827.724,Maspeth
21-Jul,36081053502,4053502,0,56734,56734,Queens,3494827.724,Maspeth
19-Aug,36081053502,4053502,10049,88615,98664,Queens,3494827.724,Maspeth
21-Aug,36081053502,4053502,7995,79168,87163,Queens,3494827.724,Maspeth
19-May,36061000202,1000202,8280,80746,89026,Manhattan,3315114.285,Lower East Side
21-May,36061000202,1000202,9197,126803,136000,Manhattan,3315114.285,Lower East Side
19-Jun,36061000202,1000202,0,80775,80775,Manhattan,3315114.285,Lower East Side
21-Jun,36061000202,1000202,9257,120342,129599,Manhattan,3315114.285,Lower East Side
19-Jul,36061000202,1000202,15025,84514,99539,Manhattan,3315114.285,Lower East Side
21-Jul,36061000202,1000202,9793,30373,40166,Manhattan,3315114.285,Lower East Side
19-Aug,36061000202,1000202,8546,39205,47751,Manhattan,3315114.285,Lower East Side
21-Aug,36061000202,1000202,7738,114837,122575,Manhattan,3315114.285,Lower East Side
19-May,36047002100,3002100,17205,47644,64849,Brooklyn,5707270.125,Downtown Brooklyn-DUMBO-Boerum Hill
21-May,36047002100,3002100,7983,61558,69541,Brooklyn,5707270.125,Downtown Brooklyn-DUMBO-Boerum Hill
19-Jun,36047002100,3002100,14753,38509,53262,Brooklyn,5707270.125,Downtown Brooklyn-DUMBO-Boerum Hill
21-Jun,36047002100,3002100,5803,65108,70911,Brooklyn,5707270.125,Downtown Brooklyn-DUMBO-Boerum Hill
19-Jul,36047002100,3002100,9726,58566,68292,Brooklyn,5707270.125,Downtown Brooklyn-DUMBO-Boerum Hill
21-Jul,36047002100,3002100,10412,58489,68901,Brooklyn,5707270.125,Downtown Brooklyn-DUMBO-Boerum Hill
19-Aug,36047002100,3002100,10653,64420,75073,Brooklyn,5707270.125,Downtown Brooklyn-DUMBO-Boerum Hill
21-Aug,36047002100,3002100,9191,28734,37925,Brooklyn,5707270.125,Downtown Brooklyn-DUMBO-Boerum Hill
19-May,36047038700,3038700,16504,140752,157256,Brooklyn,2027988.185,Bedford-Stuyvesant (East)
21-May,36047038700,3038700,0,64072,64072,Brooklyn,2027988.185,Bedford-Stuyvesant (East)
19-Jun,36047038700,3038700,8143,155032,163175,Brooklyn,2027988.185,Bedford-Stuyvesant (East)
21-Jun,36047038700,3038700,10980,58198,69178,Brooklyn,2027988.185,Bedford-Stuyvesant (East)
19-Jul,36047038700,3038700,4692,58794,63486,Brooklyn,2027988.185,Bedford-Stuyvesant (East)
21-Jul,36047038700,3038700,12373,54936,67309,Brooklyn,2027988.185,Bedford-Stuyvesant (East)
19-Aug,36047038700,3038700,3913,36346,40259,Brooklyn,2027988.185,Bedford-Stuyvesant (East)
21-Aug,36047038700,3038700,0,32585,32585,Brooklyn,2027988.185,Bedford-Stuyvesant (East)
19-May,36047039500,3039500,10003,41233,51236,Brooklyn,1715478.626,Bushwick (East)
21-May,36047039500,3039500,6393,7068,13461,Brooklyn,1715478.626,Bushwick (East)
19-Jun,36047039500,3039500,15320,72229,87549,Brooklyn,1715478.626,Bushwick (East)
21-Jun,36047039500,3039500,3255,24051,27306,Brooklyn,1715478.626,Bushwick (East)
19-Jul,36047039500,3039500,14201,36910,51111,Brooklyn,1715478.626,Bushwick (East)
21-Jul,36047039500,3039500,13483,97366,110849,Brooklyn,1715478.626,Bushwick (East)
19-Aug,36047039500,3039500,5227,95207,100434,Brooklyn,1715478.626,Bushwick (East)
21-Aug,36047039500,3039500,10366,122192,132558,Brooklyn,1715478.626,Bushwick (East)
19-May,36047028900,3028900,9785,126416,136201,Brooklyn,1784336.197,Bedford-Stuyvesant (East)
21-May,36047028900,3028900,15051,57191,72242,Brooklyn,1784336.197,Bedford-Stuyvesant (East)
19-Jun,36047028900,3028900,2096,79978,82074,Brooklyn,1784336.197,Bedford-Stuyvesant (East)
21-Jun,36047028900,3028900,6326,69069,75395,Brooklyn,1784336.197,Bedford-Stuyvesant (East)
19-Jul,36047028900,3028900,2570,106135,108705,Brooklyn,1784336.197,Bedford-Stuyvesant (East)
21-Jul,36047028900,3028900,7424,126063,133487,Brooklyn,1784336.197,Bedford-Stuyvesant (East)
19-Aug,36047028900,3028900,4303,46793,51096,Brooklyn,1784336.197,Bedford-Stuyvesant (East)
21-Aug,36047028900,3028900,10371,85591,95962,Brooklyn,1784336.197,Bedford-Stuyvesant (East)
19-May,36047039300,3039300,10115,94965,105080,Brooklyn,2043908.716,Bushwick (West)
21-May,36047039300,3039300,16242,14959,31201,Brooklyn,2043908.716,Bushwick (West)
19-Jun,36047039300,3039300,10050,84628,94678,Brooklyn,2043908.716,Bushwick (West)
21-Jun,36047039300,3039300,10597,111830,122427,Brooklyn,2043908.716,Bushwick (West)
19-Jul,36047039300,3039300,7948,8409,16357,Brooklyn,2043908.716,Bushwick (West)
21-Jul,36047039300,3039300,9340,67640,76980,Brooklyn,2043908.716,Bushwick (West)
19-Aug,36047039300,3039300,16914,30080,46994,Brooklyn,2043908.716,Bushwick (West)
21-Aug,36047039300,3039300,8721,148796,157517,Brooklyn,2043908.716,Bushwick (West)
19-May,36081003600,4003600,0,34557,34557,Queens,1937264.607,Ozone Park (North)
21-May,36081003600,4003600,8895,68657,77552,Queens,1937264.607,Ozone Park (North)
19-Jun,36081003600,4003600,3858,39265,43123,Queens,1937264.607,Ozone Park (North)
21-Jun,36081003600,4003600,6377,140437,146814,Queens,1937264.607,Ozone Park (North)
19-Jul,36081003600,4003600,7846,82534,90380,Queens,1937264.607,Ozone Park (North)
21-Jul,36081003600,4003600,8284,118872,127156,Queens,1937264.607,Ozone Park (North)
19-Aug,36081003600,4003600,280,51158,51438,Queens,1937264.607,Ozone Park (North)
