CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area
"279","3",Brooklyn,"027900","3027900",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047027900","4303",5389.74561138000,1743088.08862999990
"285.02","3",Brooklyn,"028502","3028502",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047028502","4303",4775.42164965000,1290359.47557000001
"287","3",Brooklyn,"028700","3028700",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047028700","4303",5919.88469130000,1601115.38739000005
"291","3",Brooklyn,"029100","3029100",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047029100","4303",5439.93909617000,1772059.56896999991
"293","3",Brooklyn,"029300","3029300",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047029300","4303",5437.78557920000,1770060.69258000003
"295","3",Brooklyn,"029500","3029500",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047029500","4303",5437.79887322000,1771507.82944000000
"296","3",Brooklyn,"029600","3029600",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047029600","4311",7396.97159231000,2300496.78770999983
"297","3",Brooklyn,"029700","3029700",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047029700","4303",5857.45508305000,2211871.33980000019
"300","3",Brooklyn,"030000","3030000",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047030000","4311",7243.13172098000,2099451.01067999983
"311","3",Brooklyn,"031100","3031100",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047031100","4308",5523.52821740000,1632165.33810999990
"313","3",Brooklyn,"031300","3031300",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047031300","4308",5522.61922872000,1876205.47310999990
"315","3",Brooklyn,"031500","3031500",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047031500","4308",5727.11870564000,1940364.93216000008
"317.01","3",Brooklyn,"031701","3031701",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047031701","4308",5033.48615170000,1504294.03269000002
"317.02","3",Brooklyn,"031702","3031702",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047031702","4308",5031.46342995000,1500336.70005000010
"339","3",Brooklyn,"033900","3033900",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047033900","4308",7419.80372332000,1945657.82856999990
"343","3",Brooklyn,"034300","3034300",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047034300","4308",5689.14812956000,1745165.90516000008
"373","3",Brooklyn,"037300","3037300",,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047037300","4316",6148.26942211000,1838509.74606000003
"375","3",Brooklyn,"037500","3037500",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037500","4303",5943.21051636000,1708659.74392000004
"379","3",Brooklyn,"037900","3037900",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037900","4303",5654.38099228000,1978231.31236000010
"381","3",Brooklyn,"038100","3038100",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038100","4303",6810.12093674000,2579146.09090999980
"402","3",Brooklyn,"040200","3040200",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040200","4311",5858.27215231000,2126179.91292000003
"404","3",Brooklyn,"040400","3040400",,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040400","4311",7953.54165446000,1653839.79046000005
"409","3",Brooklyn,"040900","3040900",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040900","4304",5315.53797638000,1773606.99178999988
"413","3",Brooklyn,"041300","3041300",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041300","4304",5284.90262510000,1745182.86345000006
"415","3",Brooklyn,"041500","3041500",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041500","4304",5326.72490867000,1750287.74374999991
"419","3",Brooklyn,"041900","3041900",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041900","4304",5222.70025460000,1646861.68824000005
"421","3",Brooklyn,"042100","3042100",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042100","4304",5252.77170914000,1651413.33407999994
"425","3",Brooklyn,"042500","3042500",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042500","4304",5251.94000938000,1806380.02429000009
"427","3",Brooklyn,"042700","3042700",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042700","4304",5232.07671728000,1595262.24548000004
"429","3",Brooklyn,"042900","3042900",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042900","4304",5385.17116008000,1809836.58903999999
"433","3",Brooklyn,"043300","3043300",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043300","4304",5387.20128473000,1810979.35966000007
"435","3",Brooklyn,"043500","3043500",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043500","4304",5385.05161821000,1810895.27328000008
"439","3",Brooklyn,"043900","3043900",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043900","4304",8162.50334273000,2152392.91290999996
"441","3",Brooklyn,"044100","3044100",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044100","4304",5513.91116106000,1528572.59373999992
"442","3",Brooklyn,"044200","3044200",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044200","4312",6808.86896637000,1969036.03796999995
"443","3",Brooklyn,"044300","3044300",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044300","4304",5552.17269266000,1805749.92638000008
"445","3",Brooklyn,"044500","3044500",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044500","4304",5590.85454677000,1827455.90329999989
"447","3",Brooklyn,"044700","3044700",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044700","4304",5524.51648787000,1752244.61959000002
"454","3",Brooklyn,"045400","3045400",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047045400","4312",6358.01231885000,1423881.87849000003
"460","3",Brooklyn,"046000","3046000",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047046000","4314",9311.95997531000,2107798.13962000003
"468","3",Brooklyn,"046800","3046800",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047046800","4312",8979.00059245000,3193544.19003999978
"470","3",Brooklyn,"047000","3047000",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047000","4312",7325.24784366000,1966226.00927000004
"477","3",Brooklyn,"047700","3047700",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047047700","4301",8710.52984517000,2342850.51790999994
"482","3",Brooklyn,"048200","3048200",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047048200","4314",6712.51571323000,2121452.66441999981
"485","3",Brooklyn,"048500","3048500",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047048500","4301",11719.19981070000,6259294.18142999895
"486","3",Brooklyn,"048600","3048600",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047048600","4312",7156.65953569000,1888238.85248999996
"488","3",Brooklyn,"048800","3048800",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047048800","4312",6228.75435018000,1542860.21265999996
"491","3",Brooklyn,"049100","3049100",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049100","4301",7405.10876427000,2294137.53170999978
"492","3",Brooklyn,"049200","3049200",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049200","4312",8133.97301040000,1780102.53315000003
"494","3",Brooklyn,"049400","3049400",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049400","4312",5704.76826574000,1970839.68898000009
"495","3",Brooklyn,"049500","3049500",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049500","4301",4737.97819949000,1389722.74998999992
"500.02","3",Brooklyn,"050002","3050002",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047050002","4312",3246.98086632000,661680.20379199996
"503","3",Brooklyn,"050300","3050300",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050300","4301",5030.78841759000,1348755.44075999991
"504.02","3",Brooklyn,"050402","3050402",,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047050402","4312",4154.45723812000,916214.46164100000
"507","3",Brooklyn,"050700","3050700",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050700","4301",6142.61522080000,1877637.02701000008
"511","3",Brooklyn,"051100","3051100",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051100","4301",5290.65907784000,1711548.91023000004
"513","3",Brooklyn,"051300","3051300",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051300","4301",7164.92651339000,2775918.87717999984
"514","3",Brooklyn,"051400","3051400",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051400","4314",6293.56246994000,1949161.59783999994
"516.01","3",Brooklyn,"051601","3051601",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051601","4314",4556.00982867000,1247781.40531000006
"516.02","3",Brooklyn,"051602","3051602",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051602","4314",4557.16318870000,979567.98358799994
"525","3",Brooklyn,"052500","3052500",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047052500","4301",5018.74875358000,1340183.55661000009
"527","3",Brooklyn,"052700","3052700",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047052700","4301",6487.39539882000,2047896.17131999996
"531.01","3",Brooklyn,"053101","3053101",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053101","4301",4230.11890741000,848807.90923100000
"531.02","3",Brooklyn,"053102","3053102",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053102","4301",5237.98111547000,892907.85227899998
"532","3",Brooklyn,"053200","3053200",,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047053200","4314",6887.34044287000,1876179.10972999991
"533","3",Brooklyn,"053300","3053300",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053300","4301",6035.10249852000,2078811.99701999989
"534","3",Brooklyn,"053400","3053400",,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047053400","4314",5639.95138391000,1866105.77915000007
"535","3",Brooklyn,"053500","3053500",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053500","4301",5212.98783019000,1406193.27924000006
"537","3",Brooklyn,"053700","3053700",,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053700","4301",5673.15647152000,1802604.12367999996
"538","3",Brooklyn,"053800","3053800",,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047053800","4314",5802.05822384000,1770108.36797000002
"542","3",Brooklyn,"054200","3054200",,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047054200","4314",5962.81378524000,2036089.76453999989
"544","3",Brooklyn,"054400","3054400",,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047054400","4314",5970.77528240000,2045270.50576000009
"546","3",Brooklyn,"054600","3054600",,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047054600","4314",6699.31393261000,1942537.93880999996
"547","3",Brooklyn,"054700","3054700",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047054700","4301",5664.28612946000,1825019.46301000006
"550","3",Brooklyn,"055000","3055000",,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055000","4315",5722.06034586000,1937232.65312999999
"554","3",Brooklyn,"055400","3055400",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055400","4315",5578.36485635000,1821785.86911999993
"556","3",Brooklyn,"055600","3055600",,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055600","4315",5871.35742049000,2079990.35233999998
"558","3",Brooklyn,"055800","3055800",,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055800","4315",5599.34515422000,1847310.30456999992
"560","3",Brooklyn,"056000","3056000",,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047056000","4315",5761.25932343000,1988439.74187000003
"561","3",Brooklyn,"056100","3056100",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047056100","4301",8469.79152071000,3577848.18373000016
"569","3",Brooklyn,"056900","3056900",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047056900","4301",5735.06211263000,1376243.65344000002
"571","3",Brooklyn,"057100","3057100",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047057100","4301",5516.21074953000,1892836.46674999991
"575","3",Brooklyn,"057500","3057500",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047057500","4301",6995.23922220000,1952560.43050000002
"589.01","3",Brooklyn,"058901","3058901",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047058901","4301",7508.40250957000,2170252.33700999990
"589.02","3",Brooklyn,"058902","3058902",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047058902","4301",8753.40963301000,2403423.14659000002
"688","3",Brooklyn,"068800","3068800",,Flatlands,BK1801,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047068800","4318",5544.89326632000,1686416.95268000010
"690","3",Brooklyn,"069000","3069000",,Flatlands,BK1801,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047069000","4318",6663.14345946000,1861628.93014000007
"696.01","3",Brooklyn,"069601","3069601",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047069601","4318",10389.07376790000,4532216.36017000023
"698","3",Brooklyn,"069800","3069800",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047069800","4318",27352.45050740000,5428346.55790000036
"702.01","3",Brooklyn,"070201","3070201",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047070201","4318",17924.85750210000,11085721.45800000057
"760","3",Brooklyn,"076000","3076000",,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047076000","4314",6345.00345929000,1954536.45647000009
"762","3",Brooklyn,"076200","3076200",,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047076200","4314",5822.84445670000,2024074.57749999990
"764","3",Brooklyn,"076400","3076400",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047076400","4314",7034.14018419000,1740194.71592000010
"770","3",Brooklyn,"077000","3077000",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047077000","4314",7131.17164942000,1760973.02050999994
"894","3",Brooklyn,"089400","3089400",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047089400","4316",6291.04637140000,1853454.07371999999
"896","3",Brooklyn,"089600","3089600",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047089600","4316",5646.71704961000,1605933.79391000001
"900","3",Brooklyn,"090000","3090000",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047090000","4316",6709.24778567000,2645361.11721999990
"902","3",Brooklyn,"090200","3090200",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047090200","4316",6035.68015855000,2051102.85376000009
"906","3",Brooklyn,"090600","3090600",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047090600","4316",6160.46250795000,2107750.76674999995
"908","3",Brooklyn,"090800","3090800",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047090800","4316",7555.77797611000,3194827.50671999995
"912","3",Brooklyn,"091200","3091200",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047091200","4316",5530.13591717000,1800466.62384000001
"916","3",Brooklyn,"091600","3091600",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047091600","4316",6785.20447069000,2321085.56010999996
"920","3",Brooklyn,"092000","3092000",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047092000","4316",6731.27030050000,2554843.41539000021
"924","3",Brooklyn,"092400","3092400",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047092400","4316",8447.42147149000,2709111.04061000003
"1132","3",Brooklyn,"113200","3113200",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047113200","4305",7996.13493728000,2109760.02889999980
"1134","3",Brooklyn,"113400","3113400",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047113400","4305",5266.48489241000,1651198.13070000010
"1150","3",Brooklyn,"115000","3115000",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047115000","4305",5234.74501129000,1703334.40133000002
"1158","3",Brooklyn,"115800","3115800",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047115800","4305",5290.73335857000,1668175.87672999990
"1160","3",Brooklyn,"116000","3116000",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047116000","4305",5240.89789442000,1629832.62620999990
"1180","3",Brooklyn,"118000","3118000",,Highland Park-Cypress Hills Cemeteries (South),BK0571,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047118000","4305",15889.67012050000,8100960.29827000108
"1198","3",Brooklyn,"119800","3119800",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047119800","4305",8959.33436990000,3527651.37981999991
"1237","3",Brooklyn,"123700","3123700",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047123700","4303",7492.84448573000,3459462.47764999978
"143","1",Manhattan,"014300","1014300",,Central Park,MN6491,MN64,MN64 Central Park (JIA 64 Equivalent),"36061014300","4107",32721.09742950000,38312378.79779999703
"483.02","4",Queens,"048302","4048302",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081048302","4402",5921.05012055000,1453031.97066000011
"71","2",Bronx,"007100","2007100",,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005007100","4221",8603.54219177000,2841852.30795999989
"245","4",Queens,"024500","4024500",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081024500","4402",7675.54641490000,2774851.67859000014
"706.02","3",Brooklyn,"070602","3070602",,McGuire Fields,BK1892,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047070602","4318",24718.65955640000,10589612.29230000079
"75","3",Brooklyn,"007500","3007500",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047007500","4306",7513.47764211000,3052490.56785999984
"137","4",Queens,"013700","4013700",,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081013700","4401",7878.27348120000,2153336.39682999998
"37","2",Bronx,"003700","2003700",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005003700","4221",5545.81463262000,1787327.43903000001
"151.02","1",Manhattan,"015102","1015102",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015102","4107",8403.10506760000,2391493.14574000007
"86.01","1",Manhattan,"008601","1008601",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061008601","4165",6030.45662922000,1239411.11724000005
"88","1",Manhattan,"008800","1008800",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061008800","4165",5611.10693104000,1929071.60137999989
"60","2",Bronx,"006000","2006000",,West Farms,BX0601,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005006000","4263",7936.58492592000,3643642.87323000003
"61","2",Bronx,"006100","2006100",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005006100","4204",8376.79711565000,2613469.03091999982
"299","1",Manhattan,"029900","1029900",,Inwood,MN1203,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061029900","4112",20655.79072340000,6678107.73845000099
"1522","3",Brooklyn,"152200","3152200",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047152200","4314",9339.76916978000,4196763.28246000037
"603","4",Queens,"060300","4060300",,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081060300","4405",6684.56395074000,1952653.29588999995
"613.01","4",Queens,"061301","4061301",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081061301","4405",15855.67459280000,7603813.65055000037
"183.01","2",Bronx,"018301","2018301",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005018301","4204",4067.50793959000,719418.26112799998
"195","2",Bronx,"019500","2019500",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005019500","4204",6967.65229601000,2376401.33784000017
"59.02","2",Bronx,"005902","2005902",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005005902","4204",5191.75751696000,764814.62688700005
"506","3",Brooklyn,"050600","3050600",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047050600","4314",6696.15176711000,1771606.05024000001
"19.02","2",Bronx,"001902","2001902",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005001902","4221",14105.20922460000,5059222.30100999959
"51","3",Brooklyn,"005100","3005100",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047005100","4306",6145.54681635000,1969090.12914999994
"297","1",Manhattan,"029700","1029700",,Inwood Hill Park,MN1292,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061029700","4112",20537.20523490000,10007466.90829999931
"303","1",Manhattan,"030300","1030300",,Inwood,MN1203,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061030300","4112",6142.66221786000,1685292.56878999993
"208.03","5",Staten Island,"020803","5020803",,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),"36085020803","4503",19426.18332380000,22624233.02079999819
"347","4",Queens,"034700","4034700",,East Elmhurst,QN0302,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081034700","4403",13446.25941090000,4118366.78316000011
"161","2",Bronx,"016100","2016100",,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005016100","4263",6476.68307551000,2574142.84861999983
"317.03","1",Manhattan,"031703","1031703",,Financial District-Battery Park City,MN0101,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061031703","4121",8381.56428604000,2649774.01474000001
"132.01","5",Staten Island,"013201","5013201",,Oakwood-Richmondtown,SI0301,SI03,SI03 South Shore (CD 3 Approximation),"36085013201","4503",10037.54220720000,5054382.96571999975
"138","5",Staten Island,"013800","5013800",,Oakwood-Richmondtown,SI0301,SI03,SI03 South Shore (CD 3 Approximation),"36085013800","4503",16998.49364040000,15149158.96839999966
"117","1",Manhattan,"011700","1011700",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061011700","4104",7692.55813518000,2125062.02577999979
"129.01","1",Manhattan,"012901","1012901",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061012901","4104",11138.27274710000,2303134.24977000011
"171","3",Brooklyn,"017100","3017100",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047017100","4307",6141.88827774000,2247115.24941999977
"502.02","3",Brooklyn,"050202","3050202",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047050202","4307",5366.54111206000,1451525.34648999991
"500.01","3",Brooklyn,"050001","3050001",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047050001","4307",5162.14305675000,1513120.70469999989
"1502","3",Brooklyn,"150200","3150200",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047150200","4307",11199.43021110000,3430773.69342999998
"543","3",Brooklyn,"054300","3054300",,Brooklyn Navy Yard,BK0261,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047054300","4302",39387.63294180000,10106059.83090000041
